0, 312.41, 0.037823960186978096421
1, 119, 0.00013276110790449990873
2, 154, 0.0012388129155525007263
3, 231, 0.011577498720850343261
4, 1022, 0
5, 175, 0.013106619276666009455
6, 196, 0.99510101057524558144
7, 399, 3.5242356180020806278e-06
8, 168, 0.036231064373483334862
9, 91, 0.00010167148780482193615
10, 196, 0.00022011189438231326676
11, 917, 4.1033842990145785734e-13
12, 154, 9.1123887107968926102e-05
13, 91, 0.044486474429469069491
14, 168, 0.0009704068625087103328
15, 91, 0.99594859341751984516
16, 84, 0.0045318404959733271653
17, 238, 0.0012210915985182424492
18, 126, 0.00013027102970397663739
19, 245, 0.0032549680294344796039
20, 133, 0.057434779635830324196
21, 1680, 0
22, 196, 3.0136051876183955756e-07
23, 126, 4.516010843502726857e-06
24, 84, 0.11290023212346511627
25, 119, 0.0060848087062463918073
26, 294, 0.00011547506958820008549
27, 105, 0.27588890718187997209
28, 91, 0.058932842685711861463
29, 70, 0.00093033423710409124396
30, 91, 0.0033208969478959460275
31, 77, 0.10177345736539678001
32, 119, 0.00016880206335301295439
33, 70, 0.15285524959770846465
34, 126, 0.073089902451197730215
35, 287, 5.0935772573978965738e-05
36, 1078, 2.0961010704922955483e-11
37, 651, 3.508256796180830861e-09
38, 266, 1.825597630400466187e-05
39, 231, 0.001143107136364562848
40, 126, 2.3143265082126163179e-10
41, 252, 7.5803121742268331218e-05
42, 749, 2.7092337262502041995e-09
43, 126, 0.0023865969724887747816
44, 189, 0.0004896825226463619174
45, 126, 0.0039159970242081953984
46, 546, 5.4940199873954043142e-06
47, 1267, 1.7763568394002504647e-15
48, 567, 3.8279086975734344378e-06
49, 161, 0.0012166017488564051519
50, 119, 0.021671864243678840012
51, 140, 0.00069943191761367984327
52, 126, 0.0044132234196769815071
53, 84, 0.017115788753040206416
54, 91, 0.2031729167918197021
55, 133, 0.007559164008444696492
56, 203, 0.018787935780386177953
57, 91, 0.0099970014130956741383
58, 112, 0.0002301623285880793901
59, 98, 0.00936758044325003425
60, 84, 0.0028864415785196939623
61, 133, 0.001958365610899903686
62, 2177, 0
63, 336, 0.26323889945198608586
64, 133, 0.00070532479709761730646
65, 2555, 0
66, 539, 4.8127350993354411912e-09
67, 259, 0.00065586335430367626032
68, 1302, 0
69, 84, 0.00043146787813164166892
70, 196, 7.1450596450972625462e-05
71, 182, 0.054815539945613167561
72, 133, 0.0011274988199989621762
73, 91, 0.034032326031921300569
74, 119, 9.1184626805684843021e-05
75, 126, 0.080650292889432151355
76, 119, 0.0042002288632101425492
77, 105, 0.0015428059200193189326
78, 91, 0.0051045676318075550171
79, 77, 0.000901300337703858645
80, 147, 0.00037724615560286167693
81, 280, 4.0956182711937572094e-06
82, 126, 5.061888323609764484e-05
83, 91, 0.0075462223413449436293
84, 182, 0.00022724757116066029994
85, 889, 3.6770586575585184619e-13
86, 161, 0.0008716122161835926363
87, 896, 2.5776714096537034493e-11
88, 224, 0.00076662455661313799737
89, 91, 5.9864458656022634386e-05
90, 1008, 3.1974423109204508364e-14
91, 245, 5.4281734662708913675e-10
92, 623, 1.7298162902079639025e-11
93, 511, 1.2694769679910677951e-08
94, 133, 0.0022441185948114394932
95, 133, 0.0035184990483685396612
96, 91, 0.019250987625035520523
97, 126, 0.028203805488441702209
98, 189, 0.01080524156586193385
99, 91, 0.00017331760559180509063
100, 98, 0.0017132129926888950422
